RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit,BookPage
51693,580055000,2005/04/06 04:00:00+00,140000,MONTICELLO AVE,614,,1023:379
51694,580056000,2002/10/16 04:00:00+00,92500,MONTICELLO AVE,612,,873:696
51695,580056000,2019/06/05 04:00:00+00,0,MONTICELLO AVE,612,,2019:1853
51696,580056000,1980/05/16 04:00:00+00,21000,MONTICELLO AVE,612,,411:6
51697,580057000,2018/03/30 04:00:00+00,495000,MONTICELLO AVE,606,,2018:1089
51698,580057000,1954/08/12 04:00:00+00,2100,MONTICELLO AVE,606,,178:311
51699,580057000,2007/02/13 05:00:00+00,350000,MONTICELLO AVE,606,,1126:633
51700,580057000,1999/01/04 05:00:00+00,0,MONTICELLO AVE,606,,WB 42:658
51701,580057000,1999/03/10 05:00:00+00,0,MONTICELLO AVE,606,,747:817
51702,580057000,2005/08/18 04:00:00+00,0,MONTICELLO AVE,606,,WB48:481
51703,580057100,1900/01/01 05:00:00+00,0,MONTICELLO AVE,604,,0:0
51704,580057100,2018/06/01 04:00:00+00,600000,MONTICELLO AVE,604,,2018:2028
51705,580058000,1999/11/15 05:00:00+00,69000,MONTICELLO AVE,607,,769:681
51706,580058000,1987/07/27 04:00:00+00,44000,MONTICELLO AVE,607,,499:283
51707,580058000,2021/08/13 04:00:00+00,467500,MONTICELLO AVE,607,,2021:4158
51708,580058000,1980/05/05 04:00:00+00,30000,MONTICELLO AVE,607,,0:0
51709,580058A00,2005/02/03 05:00:00+00,64000,MONTICELLO AVE,605,,1014:838
51710,580058A00,2008/08/28 04:00:00+00,399000,MONTICELLO AVE,605,,2008:4324
51711,580059000,2001/07/06 04:00:00+00,55000,MONTICELLO AVE,609,,815:49
51712,580059000,1981/01/01 05:00:00+00,0,MONTICELLO AVE,609,,309:226
51713,580060000,1999/03/10 05:00:00+00,0,MONTICELLO AVE,613,,747:817
51714,580060000,2005/08/18 04:00:00+00,0,MONTICELLO AVE,613,,WB48:481
51715,580060000,1974/02/27 05:00:00+00,8000,MONTICELLO AVE,613,,354:386
51716,580060000,1999/01/04 05:00:00+00,0,MONTICELLO AVE,613,,WB 42:658
51717,580060000,2007/07/23 04:00:00+00,0,MONTICELLO AVE,613,,1151:948
51718,580061000,2021/06/29 04:00:00+00,545000,MONTICELLO AVE,617,,2021:3297
51719,580061000,2005/02/18 05:00:00+00,225000,MONTICELLO AVE,617,,1016:440
51720,580061000,1992/01/30 05:00:00+00,0,MONTICELLO AVE,617,,573:346
51721,580061000,1990/02/26 05:00:00+00,0,MONTICELLO AVE,617,,0:0
51722,580061000,2010/04/29 04:00:00+00,280000,MONTICELLO AVE,617,,2010:1481
51723,580062000,1974/03/29 04:00:00+00,11000,MONTICELLO AVE,619,,355:204
51724,580062000,2007/12/19 05:00:00+00,250000,MONTICELLO AVE,619,,1170:395
51725,580062000,2004/06/25 04:00:00+00,150000,MONTICELLO AVE,619,,982:421
51726,580062000,2011/09/20 04:00:00+00,0,MONTICELLO AVE,619,,2011:3349
51727,580063000,2007/06/13 04:00:00+00,17500,MONTICELLO AVE,621,,1145:943
51728,580063000,1999/01/06 05:00:00+00,46000,MONTICELLO AVE,621,,742:566
51729,580063000,2005/07/14 04:00:00+00,158000,MONTICELLO AVE,621,,1038:388
51730,580063000,1975/06/12 04:00:00+00,8000,MONTICELLO AVE,621,,365:43
51731,580063000,2000/05/02 04:00:00+00,48000,MONTICELLO AVE,621,,780:130
51732,580063000,1998/10/09 04:00:00+00,0,MONTICELLO AVE,621,,735:186
51733,580064000,1984/01/13 05:00:00+00,30000,MONTICELLO AVE,623,,446:461
51734,580064000,1998/10/20 04:00:00+00,55000,MONTICELLO AVE,623,,735:715
51735,580064000,2017/10/30 04:00:00+00,156000,MONTICELLO AVE,623,,2017:4178
51736,580064000,1998/10/09 04:00:00+00,0,MONTICELLO AVE,623,,735:186
51737,580064000,1983/09/23 04:00:00+00,30000,MONTICELLO AVE,623,,0:0
51738,580064000,2018/02/02 05:00:00+00,230000,MONTICELLO AVE,623,,2018:420
51739,580065000,2018/05/23 04:00:00+00,270000,AVON ST,613,,2018:1844
51740,580065000,2007/10/09 04:00:00+00,0,AVON ST,613,,WB50:214
51741,580065000,1992/03/12 04:00:00+00,1,AVON ST,613,,216:68
51742,580065000,2014/03/05 05:00:00+00,0,AVON ST,613,,W2014:72
51743,580065000,1959/10/21 04:00:00+00,12500,AVON ST,613,,0:0
51744,580065000,1992/03/12 04:00:00+00,0,AVON ST,613,,WB34:707
51745,580066000,2006/03/30 04:00:00+00,210000,AVON ST,611,,1075:680
51746,580066000,1980/09/18 04:00:00+00,0,AVON ST,611,,414:240
51747,580066000,2007/06/29 04:00:00+00,235000,AVON ST,611,,1148:663
51748,580066000,2014/04/22 04:00:00+00,445000,AVON ST,611,,2014:1231
51749,580066000,2008/11/05 05:00:00+00,0,AVON ST,611,,2008:5342
51750,580066000,2009/07/01 04:00:00+00,350000,AVON ST,611,,2009:2828
51751,580066000,2017/06/14 04:00:00+00,505000,AVON ST,611,,2017:2296
51752,580067000,1985/10/28 04:00:00+00,0,AVON ST,609,,0:0
51753,580067000,2008/03/03 05:00:00+00,0,AVON ST,609,,1178:493
51754,580067000,1997/09/30 04:00:00+00,67000,AVON ST,609,,704:150
51755,580067000,2000/05/26 04:00:00+00,95000,AVON ST,609,,781:597
51756,580068000,2005/08/09 04:00:00+00,160000,AVON ST,605,,1042:576
51757,580068000,1977/11/09 05:00:00+00,30000,AVON ST,605,,0:0
51758,580068000,1994/06/06 04:00:00+00,0,AVON ST,605,,362:360
51759,580069000,1996/11/27 05:00:00+00,0,AVON ST,601,,526:168
51760,580069000,1986/09/02 04:00:00+00,50000,AVON ST,601,,482:768
51761,580070000,1990/08/17 04:00:00+00,49500,BELMONT AVE,618,,547:368
51762,580070000,1987/04/17 04:00:00+00,0,BELMONT AVE,618,,30:378
51763,580070100,2006/10/26 04:00:00+00,160000,BELMONT AVE,620,,1113:595
51764,580070100,2013/08/02 04:00:00+00,169750,BELMONT AVE,620,,2013:3825
51765,580070100,2003/10/31 04:00:00+00,104000,BELMONT AVE,620,,944:136
51766,580070100,1985/03/01 05:00:00+00,8000,BELMONT AVE,620,,0:0
51767,580070100,1985/08/15 04:00:00+00,40950,BELMONT AVE,620,,467:226
51768,580070200,1969/12/09 05:00:00+00,8200,BELMONT AVE,616,,313:330
51769,580070200,2012/12/18 05:00:00+00,140000,BELMONT AVE,616,,2012:5587
51770,580070200,2012/12/18 05:00:00+00,0,BELMONT AVE,616,,2012:409
51771,580071000,2010/08/31 04:00:00+00,0,BELMONT AVE,612,,2010:3195
51772,580071000,2009/07/17 04:00:00+00,201000,BELMONT AVE,612,,2009:3136
51773,580071000,1991/10/08 04:00:00+00,0,BELMONT AVE,612,,0:0
51774,580071000,1993/04/05 04:00:00+00,31000,BELMONT AVE,612,,599:666
51775,580071000,2021/06/16 04:00:00+00,383000,BELMONT AVE,612,,2021:3031
51776,580071000,2007/07/19 04:00:00+00,165000,BELMONT AVE,612,,1151:708
51777,580071000,2013/04/30 04:00:00+00,0,BELMONT AVE,612,,2013:1950
51778,580072000,1992/12/11 05:00:00+00,49000,BELMONT AVE,610,,593:618
51779,580072000,1989/11/02 04:00:00+00,38500,BELMONT AVE,610,,535:779
51780,580073000,2008/07/22 04:00:00+00,0,BELMONT AVE,608,,2008:3632
51781,580073000,2008/07/22 04:00:00+00,141700,BELMONT AVE,608,,2008:3631
51782,580073000,2004/04/22 04:00:00+00,73500,BELMONT AVE,608,,969:652
51783,580073000,2015/07/28 04:00:00+00,540000,BELMONT AVE,608,,2015:2757
51784,580073000,2005/09/16 04:00:00+00,228000,BELMONT AVE,608,,1047:689
51785,580073000,1961/08/17 04:00:00+00,0,BELMONT AVE,608,,0:0
51786,580073000,2008/04/25 04:00:00+00,155021,BELMONT AVE,608,,1185:411
51787,580073000,1995/10/12 04:00:00+00,0,BELMONT AVE,608,,117:364
51788,580073000,2012/10/16 04:00:00+00,0,BELMONT AVE,608,,2012:4622
51789,580074000,1977/09/27 04:00:00+00,1500,6TH ST SE,602,,388:185
51790,580074000,2003/01/07 05:00:00+00,50000,6TH ST SE,602,,885:870
51791,580074000,2004/07/23 04:00:00+00,55000,6TH ST SE,602,,987:79
51792,580074000,2005/06/01 04:00:00+00,234000,6TH ST SE,602,,1031:495
51793,580075000,1968/11/04 05:00:00+00,4000,BELMONT AVE,604,,303:138
51794,580075000,2003/01/07 05:00:00+00,50000,BELMONT AVE,604,,885:870
51795,580075000,2011/05/26 04:00:00+00,0,BELMONT AVE,604,,2011:1855
51796,580075000,2015/11/03 05:00:00+00,191000,BELMONT AVE,604,,2015:4087
51797,580075000,2008/06/03 04:00:00+00,153000,BELMONT AVE,604,,2008:2652
51798,580075000,2005/09/08 04:00:00+00,144000,BELMONT AVE,604,,1046:735
51799,580076000,2005/07/19 04:00:00+00,126000,BELMONT AVE,601,,1039:36
51800,580076000,1993/08/05 04:00:00+00,36053,BELMONT AVE,601,,0:0
51801,580076000,2005/10/11 04:00:00+00,146000,BELMONT AVE,601,,1050:323
51802,580076000,1993/11/18 05:00:00+00,42300,BELMONT AVE,601,,617:160
51803,580076000,2014/06/17 04:00:00+00,169000,BELMONT AVE,601,,2014:1959
51804,580076000,2009/05/27 04:00:00+00,163000,BELMONT AVE,601,,2009:2116
51805,580076000,2005/07/13 04:00:00+00,0,BELMONT AVE,601,,1038:280
51806,580077000,1996/09/05 04:00:00+00,5000,6TH ST SE,504,,679:462
51807,580077000,1994/07/11 04:00:00+00,0,6TH ST SE,504,,WB 37:346
51808,580078000,1992/07/08 04:00:00+00,44000,BELMONT AVE,607,,583:646
51809,580078000,1991/09/24 04:00:00+00,0,BELMONT AVE,607,,566:506
51810,580079000,2002/10/13 04:00:00+00,0,BELMONT AVE,609,,WB46:583
51811,580079000,1974/10/31 04:00:00+00,8025,BELMONT AVE,609,,360:598
51812,580079000,2005/01/11 05:00:00+00,192269,BELMONT AVE,609,,1012:136
51813,580079000,2003/01/21 05:00:00+00,70000,BELMONT AVE,609,,887:565
51814,580080000,2003/02/24 05:00:00+00,0,BELMONT AVE,611,,986:732
51815,580080000,1986/12/12 05:00:00+00,52000,BELMONT AVE,611,,0:0
51816,580080000,1996/11/27 05:00:00+00,67500,BELMONT AVE,611,,684:187
51817,580080000,2017/12/28 05:00:00+00,322000,BELMONT AVE,611,,2017:4875
51818,580080000,2019/03/29 04:00:00+00,0,BELMONT AVE,611,,2019:0984
51819,580081000,2009/04/30 04:00:00+00,0,BELMONT AVE,613,,2009:1638
51820,580081000,1989/12/01 05:00:00+00,61000,BELMONT AVE,613,,536:775
51821,580081000,1985/09/12 04:00:00+00,51600,BELMONT AVE,613,,0:0
51822,580081000,1998/05/01 04:00:00+00,70000,BELMONT AVE,613,,719:729
51823,580081000,2008/10/16 04:00:00+00,347000,BELMONT AVE,613,,2008:5084
51824,580081000,2017/11/16 05:00:00+00,375000,BELMONT AVE,613,,2017:4387
51825,580082000,2012/04/20 04:00:00+00,135000,BELMONT AVE,615,,2012:1623
51826,580082000,1994/08/18 04:00:00+00,0,BELMONT AVE,615,,637:567
51827,580082000,1996/06/14 04:00:00+00,40000,BELMONT AVE,615,,673:570
51828,580083000,1991/01/14 05:00:00+00,0,AVON ST,519,,553:285
51829,580083000,1980/01/15 05:00:00+00,22900,AVON ST,519,,0:0
51830,580083000,2005/04/04 04:00:00+00,0,AVON ST,519,,1022:773
51831,580083000,2005/11/03 04:00:00+00,200000,AVON ST,519,,1054:663
51832,580083100,2000/11/09 05:00:00+00,0,BELMONT AVE,619,,794:576
51833,580083100,1990/09/17 04:00:00+00,62700,BELMONT AVE,619,,548:554
51834,580083100,1990/08/02 04:00:00+00,0,BELMONT AVE,619,,0:0
51835,580084000,2009/05/15 04:00:00+00,0,AVON ST,517,,2009:1925
51836,580084000,2009/05/15 04:00:00+00,0,AVON ST,517,,2009:1925
51837,580084000,2009/05/15 04:00:00+00,0,AVON ST,517,,2009:1925
51838,580084000,1967/10/17 04:00:00+00,0,AVON ST,517,,137:199
51839,580084000,1948/04/03 04:00:00+00,6600,AVON ST,517,,0:0
51840,580084000,2001/10/22 04:00:00+00,30000,AVON ST,517,,825:326
51841,580085000,1976/09/03 04:00:00+00,1,AVON ST,515,,273:518
51842,580085000,2001/10/15 04:00:00+00,0,AVON ST,515,,WB45:682
51843,580085000,2011/03/21 04:00:00+00,330000,AVON ST,515,,2011:1105
51844,580085000,2001/11/05 05:00:00+00,80000,AVON ST,515,,827:258
51845,580085000,1966/01/20 05:00:00+00,7000,AVON ST,515,,0:0
51846,580085000,2021/04/22 04:00:00+00,645000,AVON ST,515,,2021:1966
51847,580085000,2013/06/04 04:00:00+00,398000,AVON ST,515,,2013:2573
51848,580085000,2002/09/30 04:00:00+00,234000,AVON ST,515,,871:259
51849,580086000,2016/07/14 04:00:00+00,475000,AVON ST,513,,2016:2623
51850,580086000,2007/06/06 04:00:00+00,300000,AVON ST,513,,1145:40
51851,580086000,2003/07/11 04:00:00+00,255000,AVON ST,513,,920:63
51852,580086000,2011/01/13 05:00:00+00,342500,AVON ST,513,,2011:193
51853,580086000,1985/04/09 04:00:00+00,28000,AVON ST,513,,461:743
51854,580086000,1973/06/04 04:00:00+00,22000,AVON ST,513,,0:0
51855,580086000,2000/08/31 04:00:00+00,140000,AVON ST,513,,789:638
51856,580087000,2002/10/31 04:00:00+00,106000,AVON ST,511,,876:213
51857,580087000,1997/04/16 04:00:00+00,70000,AVON ST,511,,691:754
51858,580087000,1981/12/15 05:00:00+00,35000,AVON ST,511,,0:0
51859,580088000,1999/07/16 04:00:00+00,117000,HINTON AVE,632,,760:82
51860,580088000,2003/11/12 05:00:00+00,188400,HINTON AVE,632,,945:800
51861,580088000,1994/06/16 04:00:00+00,89000,HINTON AVE,632,,633:239
51862,580088000,2007/03/27 04:00:00+00,200000,HINTON AVE,632,,1133:678
51863,580088000,1993/05/13 04:00:00+00,45000,HINTON AVE,632,,0:0
51864,580089000,1987/06/04 04:00:00+00,52000,HINTON AVE,628,,496:508
51865,580089000,1982/01/04 05:00:00+00,22500,HINTON AVE,628,,426:332
51866,580090000,2004/03/01 05:00:00+00,0,HINTON AVE,626,,961:693
51867,580090000,2015/04/23 04:00:00+00,275000,HINTON AVE,626,,2015:1260
51868,580090000,1982/03/18 04:00:00+00,18500,HINTON AVE,626,,427:493
51869,580090000,1973/11/05 05:00:00+00,17000,HINTON AVE,626,,0:0
51870,580091000,1973/08/23 04:00:00+00,0,HINTON AVE,624,,0:0
51871,580091000,1998/12/04 05:00:00+00,81500,HINTON AVE,624,,739:756
51872,580091000,1989/01/06 05:00:00+00,35000,HINTON AVE,624,,523:78
51873,580091000,2002/11/04 05:00:00+00,85771,HINTON AVE,624,,876:578
51874,580091000,2003/03/11 04:00:00+00,104185,HINTON AVE,624,,895:255
51875,580092000,1998/07/24 04:00:00+00,98005,HINTON AVE,622,,727:687
51876,580092000,1987/10/23 04:00:00+00,61900,HINTON AVE,622,,0:0
51877,580092000,1993/06/10 04:00:00+00,73000,HINTON AVE,622,,604:549
51878,580092000,2003/05/23 04:00:00+00,175000,HINTON AVE,622,,909:250
51879,580093000,1997/05/23 04:00:00+00,40000,HINTON AVE,620,,694:381
51880,580093000,1985/05/01 04:00:00+00,32500,HINTON AVE,620,,0:0
51881,580093000,2003/06/05 04:00:00+00,120000,HINTON AVE,620,,911:566
51882,580094000,2006/08/25 04:00:00+00,295000,HINTON AVE,616,,1105:27
51883,580094000,1996/05/01 04:00:00+00,69500,HINTON AVE,616,,670:626
51884,580094000,1991/03/29 04:00:00+00,61500,HINTON AVE,616,,0:0
51885,580094000,2005/11/15 05:00:00+00,220000,HINTON AVE,616,,1056:433
51886,580094100,2016/04/19 04:00:00+00,0,HINTON AVE,612,,COW155:522
51887,580094100,1996/07/09 04:00:00+00,9000,HINTON AVE,612,,675:577
51888,580094100,2021/06/02 04:00:00+00,385000,HINTON AVE,612,,2021:2703
51889,580094100,1996/12/09 05:00:00+00,74000,HINTON AVE,612,,684:659
51890,580094100,2016/08/24 04:00:00+00,212500,HINTON AVE,612,,2016:3262
51891,580094100,2016/08/24 04:00:00+00,212500,HINTON AVE,612,,2016:3262
51892,580095000,2005/03/31 04:00:00+00,250000,HINTON AVE,610,,1022:276
51893,580095000,1980/07/11 04:00:00+00,22300,HINTON AVE,610,,412:238
51894,580096000,2009/07/31 04:00:00+00,342000,HINTON AVE,606,,2009:3371
51895,580096000,2004/03/01 05:00:00+00,115000,HINTON AVE,606,,961:668
51896,580096000,1994/05/09 04:00:00+00,31925,HINTON AVE,606,,0:0
51897,580096000,1994/09/21 04:00:00+00,0,HINTON AVE,606,,629:763
51898,580096100,2013/08/09 04:00:00+00,0,HINTON AVE,608,,2013:3933
51899,580096100,2005/08/18 04:00:00+00,224600,HINTON AVE,608,,1043:382
51900,580096100,2005/04/21 04:00:00+00,152000,HINTON AVE,608,,1025:665
51901,580096100,1995/11/15 05:00:00+00,67000,HINTON AVE,608,,662:495
51902,580096100,1994/09/21 04:00:00+00,5500,HINTON AVE,608,,0:0
51903,580097000,2010/03/19 04:00:00+00,90090,HINTON AVE,602,,2010:959
51904,580097000,1989/11/21 05:00:00+00,0,HINTON AVE,602,,0:0
51905,580097000,2009/08/31 04:00:00+00,146427,HINTON AVE,602,,2009:3924
51906,580097000,1991/06/28 04:00:00+00,38000,HINTON AVE,602,,561:781
51907,580097000,2021/09/22 04:00:00+00,0,HINTON AVE,602,,2021:4771
51908,580097100,1990/06/01 04:00:00+00,56500,HINTON AVE,604,,0:0
51909,580097100,1997/03/21 04:00:00+00,79500,HINTON AVE,604,,690:109
51910,580097100,2003/01/07 05:00:00+00,105000,HINTON AVE,604,,885:832
51911,580098000,1995/11/09 05:00:00+00,0,HINTON AVE,600,,0:0
51912,580098000,2002/10/28 04:00:00+00,38750,HINTON AVE,600,,875:310
51913,580098000,1998/12/10 05:00:00+00,33500,HINTON AVE,600,,740:279
51914,580098000,2016/10/14 04:00:00+00,279000,HINTON AVE,600,,2016:4000
51915,580098000,2003/05/09 04:00:00+00,133900,HINTON AVE,600,,906:568
51916,580098000,2002/11/27 05:00:00+00,67000,HINTON AVE,600,,880:291
51917,580098000,1995/11/09 05:00:00+00,0,HINTON AVE,600,,662:217
51918,580098000,2021/08/27 04:00:00+00,375000,HINTON AVE,600,,2021:4399
51919,580098000,2020/04/21 04:00:00+00,326000,HINTON AVE,600,,2020:1442
51920,580098000,2020/04/21 04:00:00+00,326000,HINTON AVE,600,,2020:1442
51921,580100000,2010/07/27 04:00:00+00,0,HINTON AVE,601,,2010:2658
51922,580100000,1989/08/17 04:00:00+00,47500,HINTON AVE,601,,0:0
51923,580100000,2013/01/28 05:00:00+00,0,HINTON AVE,601,,2013:436
51924,580100000,1994/10/13 04:00:00+00,61000,HINTON AVE,601,,641:24
51925,580101000,1991/10/23 04:00:00+00,64400,HINTON AVE,603,,568:21
51926,580101000,2013/05/01 04:00:00+00,225000,HINTON AVE,603,,2013:1973
51927,580101000,2003/08/07 04:00:00+00,132000,HINTON AVE,603,,927:589
51928,580101000,1988/07/14 04:00:00+00,20000,HINTON AVE,603,,0:0
51929,580101000,2020/07/30 04:00:00+00,330000,HINTON AVE,603,,2020:2989
51930,580102000,2009/06/09 04:00:00+00,189000,HINTON AVE,605,,2009:2346
51931,580102000,2021/12/06 05:00:00+00,0,HINTON AVE,605,,2021:5944
51932,580102000,1988/07/14 04:00:00+00,20000,HINTON AVE,605,,515:125
51933,580102000,2004/02/27 05:00:00+00,130000,HINTON AVE,605,,961:254
51934,580102000,1968/07/03 04:00:00+00,6800,HINTON AVE,605,,0:0
51935,580103000,1999/09/01 04:00:00+00,42000,HINTON AVE,607,,764:628
51936,580103000,2015/06/04 04:00:00+00,242000,HINTON AVE,607,,2015:1881
51937,580103000,2011/09/23 04:00:00+00,205000,HINTON AVE,607,,2011:3391
51938,580103000,1991/10/23 04:00:00+00,0,HINTON AVE,607,,568:71
51939,580103000,1986/03/18 04:00:00+00,0,HINTON AVE,607,,0:0
51940,580103000,2006/02/02 05:00:00+00,258500,HINTON AVE,607,,1068:712
51941,580103000,2000/09/18 04:00:00+00,99850,HINTON AVE,607,,790:698
51942,580103000,2005/10/17 04:00:00+00,201000,HINTON AVE,607,,1051:371
51943,580103A00,2011/04/21 04:00:00+00,250000,HINTON AVE,609,,2011:1475
51944,580103A00,2003/08/22 04:00:00+00,0,HINTON AVE,609,,930:820
51945,580103A00,2000/12/27 05:00:00+00,98500,HINTON AVE,609,,797:246
51946,580103A00,2005/09/23 04:00:00+00,270000,HINTON AVE,609,,1048:428
51947,580104000,1981/07/09 04:00:00+00,0,HINTON AVE,613,,WB 25:231
51948,580104000,1988/01/11 05:00:00+00,38500,HINTON AVE,613,,506:197
51949,580105000,1979/10/09 04:00:00+00,12750,HINTON AVE,615,,406:539
51950,580105000,1999/02/24 05:00:00+00,0,HINTON AVE,615,,WB 43:30
51951,580105000,1999/06/28 04:00:00+00,52000,HINTON AVE,615,,758:22
51952,580106000,1995/04/18 04:00:00+00,64900,HINTON AVE,617,,650:117
51953,580106000,2017/05/05 04:00:00+00,370000,HINTON AVE,617,,2017:1696
51954,580106000,1995/04/18 04:00:00+00,59000,HINTON AVE,617,,650:76
51955,580106000,2013/03/15 04:00:00+00,95000,HINTON AVE,617,,2013:1215
51956,580107000,1974/04/03 04:00:00+00,0,HINTON AVE,623,,0:0
51957,580107000,1999/01/22 05:00:00+00,140000,HINTON AVE,623,,743:568
51958,580107000,2016/05/05 04:00:00+00,362500,HINTON AVE,623,,2016:1585
51959,580107000,1994/06/27 04:00:00+00,0,HINTON AVE,623,,274:483
51960,580107000,1999/09/02 04:00:00+00,100000,HINTON AVE,623,,764:631
51961,580107000,2002/05/30 04:00:00+00,165000,HINTON AVE,623,,854:333
51962,580107A00,2000/03/02 05:00:00+00,99587,HINTON AVE,621,,776:295
51963,580107A00,2006/03/02 05:00:00+00,282000,HINTON AVE,621,,1072:262
51964,580108000,1999/05/19 04:00:00+00,86500,HINTON AVE,625,,754:117
51965,580108000,1994/06/27 04:00:00+00,0,HINTON AVE,625,,0:0
51966,580108000,1974/04/03 04:00:00+00,0,HINTON AVE,625,,0:0
51967,580108000,1999/01/22 05:00:00+00,140000,HINTON AVE,625,,743:568
51968,580108000,2007/06/15 04:00:00+00,273500,HINTON AVE,625,,1146:458
51969,580109000,1974/04/03 04:00:00+00,0,HINTON AVE,627,,0:0
51970,580109000,1999/07/23 04:00:00+00,92000,HINTON AVE,627,,760:760
51971,580109000,2004/06/11 04:00:00+00,234000,HINTON AVE,627,,980:37
51972,580109000,1994/06/27 04:00:00+00,0,HINTON AVE,627,,118:376
51973,580109000,1999/01/22 05:00:00+00,140000,HINTON AVE,627,,743:568
51974,580110000,1999/05/04 04:00:00+00,65000,AVON ST,318,,752:551
51975,580110000,1994/06/27 04:00:00+00,0,AVON ST,318,,WB 37:325
51976,580110000,1974/04/03 04:00:00+00,0,AVON ST,318,,0:0
51977,580111000,1982/08/23 04:00:00+00,45450,AVON ST,415,,431:319
51978,580111000,2013/02/11 05:00:00+00,0,AVON ST,415,,2013:722
51979,580111000,2013/01/10 05:00:00+00,185220,AVON ST,415,,2013:218
51980,580111000,2019/06/27 04:00:00+00,250000,AVON ST,415,,2019:2158
51981,580111000,1988/06/06 04:00:00+00,55000,AVON ST,415,,512:589
51982,580112000,2007/08/17 04:00:00+00,110000,AVON ST,413,,1156:160
51983,580112000,1979/06/08 04:00:00+00,15500,AVON ST,413,,0:0
51984,580112000,1988/03/24 04:00:00+00,39900,AVON ST,413,,509:153
51985,580114000,2003/07/22 04:00:00+00,0,AVON ST,405,,922:678
51986,580114000,2003/07/22 04:00:00+00,430000,AVON ST,405,,922:675
51987,580114000,1998/05/29 04:00:00+00,342016,AVON ST,405,,722:231
51988,580114000,1994/10/14 04:00:00+00,0,AVON ST,405,,641:75
51989,580114000,2010/09/24 04:00:00+00,485000,AVON ST,405,,2010:3579
51990,580114000,2010/09/24 04:00:00+00,600000,AVON ST,405,,2010:3578
51991,580114000,2006/04/24 04:00:00+00,850000,AVON ST,405,,1079:147
51992,580114000,1993/09/29 04:00:00+00,275000,AVON ST,405,,0:0
51993,580115000,1900/01/01 05:00:00+00,0,LEVY AVE,405,,0:0
51994,580123000,2020/06/30 04:00:00+00,0,AVON ST,310,,2020:2548
51995,580123000,1984/12/12 05:00:00+00,500000,AVON ST,310,,458:397
51996,580123000,1996/10/11 04:00:00+00,0,AVON ST,310,,681:597
51997,580125000,1984/12/12 05:00:00+00,500000,MONTICELLO RD,0,,458:397
51998,580125000,2014/11/21 05:00:00+00,0,MONTICELLO RD,0,,2014:4044
51999,580125000,1974/02/14 05:00:00+00,407,MONTICELLO RD,0,,354:270
52000,580127000,2004/03/12 05:00:00+00,0,AVON ST,309,,WB47:696
52001,580127000,1987/01/30 05:00:00+00,0,AVON ST,309,,294:187
52002,580127000,1967/12/04 05:00:00+00,14500,AVON ST,309,,0:0
52003,580127000,2004/03/18 04:00:00+00,270000,AVON ST,309,,964:54
52004,580129000,1972/11/17 05:00:00+00,0,AVON ST,300,,0:0
52005,580129000,2018/08/22 04:00:00+00,0,AVON ST,300,,2018:3254
52006,580129000,1988/09/30 04:00:00+00,55000,AVON ST,300,,518:768
52007,580129000,2010/05/06 04:00:00+00,0,AVON ST,300,,2010:1577
52008,580130000,1987/01/30 05:00:00+00,0,LEVY AVE,711,,296:513
52009,580130000,2004/03/18 04:00:00+00,270000,LEVY AVE,711,,964:54
52010,580130000,2004/03/12 05:00:00+00,0,LEVY AVE,711,,WB47:696
52011,580130000,1968/04/01 04:00:00+00,10300,LEVY AVE,711,,0:0
52012,580131000,2017/06/08 04:00:00+00,340000,LEVY AVE,713,,2017:2229
52013,580131000,1980/10/21 04:00:00+00,30000,LEVY AVE,713,,415:291
52014,580131000,2018/04/03 04:00:00+00,995000,LEVY AVE,713,,2018:1144
52015,580132000,2016/01/05 05:00:00+00,330000,LEVY AVE,717,,2016:26
52016,580132000,1980/05/05 04:00:00+00,30000,LEVY AVE,717,,410:647
52017,580133000,2005/05/02 04:00:00+00,239000,LEVY AVE,719,,1027:54
52018,580133000,2008/05/15 04:00:00+00,264100,LEVY AVE,719,,1188:316
52019,580133000,2001/12/14 05:00:00+00,130000,LEVY AVE,719,,832:764
52020,580133000,1999/05/28 04:00:00+00,88000,LEVY AVE,719,,754:818
52021,580133000,1996/10/22 04:00:00+00,68000,LEVY AVE,719,,682:110
52022,580133000,1987/10/15 04:00:00+00,51700,LEVY AVE,719,,0:0
52023,580133000,2019/03/21 04:00:00+00,0,LEVY AVE,719,,2019:0867
52024,580133000,2012/12/27 05:00:00+00,0,LEVY AVE,719,,2012:5692
52025,580134000,2016/01/29 05:00:00+00,360000,MONTICELLO RD,338,,2016:295
52026,580134000,1966/01/04 05:00:00+00,0,MONTICELLO RD,338,,0:0
52027,580134000,2011/05/09 04:00:00+00,325000,MONTICELLO RD,338,,2011:1686
52028,580134000,1988/05/02 04:00:00+00,40000,MONTICELLO RD,338,,510:793
52029,580134000,2002/06/04 04:00:00+00,142500,MONTICELLO RD,338,,855:493
52030,580134000,2016/10/03 04:00:00+00,360000,MONTICELLO RD,338,,2016:3871
52031,580134000,1998/07/30 04:00:00+00,96000,MONTICELLO RD,338,,728:404
52032,580134000,2015/12/07 05:00:00+00,0,MONTICELLO RD,338,,2015:4506
52033,580134000,2020/04/01 04:00:00+00,415000,MONTICELLO RD,338,,2020:1164
52034,580135000,1994/03/18 04:00:00+00,45000,MONTICELLO RD,330,,0:0
52035,580135000,2005/04/26 04:00:00+00,310000,MONTICELLO RD,330,,1026:191
